Image_name;Cell_id;RgbMean_r;RgbMean_g;RgbMean_b;Canny_thresh_10;Canny_thresh_15;Canny_thresh_20;Canny_thresh_25;Canny_thresh_30;Canny_thresh_35;Canny_thresh_40;Canny_thresh_45;Canny_thresh_50;Canny_thresh_55;Canny_thresh_60;Canny_thresh_65;Canny_thresh_70;Canny_thresh_75;Canny_thresh_80;Canny_thresh_85;Canny_thresh_90;Canny_thresh_95;Canny_thresh_100;Mean;Modus;Mean_dev;Modus_dev;Harris_Q0.02_D5;Harris_Q0.02_D10;Harris_Q0.02_D20;Harris_Q0.16_D5;Harris_Q0.16_D10;Harris_Q0.16_D20;Road;Main_road;Laws_W7_b;Laws_W7_o;Laws_W7_r;Laws_W7_v_r;Laws_W7_v_u;Laws_W11_b;Laws_W11_o;Laws_W11_r;Laws_W11_v_r;Laws_W11_v_u;Laws_W15_b;Laws_W15_o;Laws_W15_r;Laws_W15_v_r;Laws_W15_v_u;Laws_W31_b;Laws_W31_o;Laws_W31_r;Laws_W31_v_r;Laws_W31_v_u
D:\urban\sg500\12\01.bmp;67;24.1028;30.4847;38.1839;343;192;168;163;160;131;77;77;77;77;73;73;73;73;73;73;73;73;73;206.122;215;36.7018;35.2674;7;4;3;4;4;2;0;0;0;3501;0;339;4;0;3405;0;439;0;0;3282;0;562;0;0;2961;0;883;0
D:\urban\sg500\12\01.bmp;68;48.545;58.1623;57.6834;916;835;768;649;576;543;368;350;319;291;207;177;150;132;93;86;86;85;83;175.648;180;39.1037;39.3452;13;8;4;3;2;2;0;0;0;384;0;3125;335;0;319;0;3305;220;0;259;0;3437;148;0;185;0;3659;0
D:\urban\sg500\12\01.bmp;69;45.262;56.1587;54.5219;926;862;733;662;619;582;469;330;276;244;209;174;114;75;42;8;8;8;8;175.257;180;25.4146;25.8536;6;5;2;0;0;0;0;0;0;0;0;3631;213;0;0;0;3741;103;0;0;0;3768;76;0;0;0;3844;0
D:\urban\sg500\12\01.bmp;70;55.3075;70.9612;63.0177;690;482;302;152;114;101;28;27;8;0;0;0;0;0;0;0;0;0;0;147.465;145;18.4382;18.6023;0;0;0;0;0;0;0;0;0;0;0;3611;233;0;0;0;3613;231;0;0;0;3619;225;0;0;0;3783;61
D:\urban\sg500\12\01.bmp;71;52.6332;70.6964;61.2747;808;656;462;412;321;201;170;114;83;71;61;56;42;0;0;0;0;0;0;148.711;145;12.6205;13.1549;1;1;1;0;0;0;0;0;0;0;0;3623;221;0;0;0;3654;190;0;0;0;3694;150;0;0;0;3844;0
D:\urban\sg500\12\01.bmp;72;58.405;76.2763;67.969;783;583;321;230;158;109;102;73;31;31;31;29;0;0;0;0;0;0;0;154.463;180;19.0601;31.8682;0;0;0;0;0;0;0;0;0;0;0;3045;799;0;0;0;3025;819;0;0;0;3009;835;0;0;0;3346;498
D:\urban\sg500\12\01.bmp;73;59.437;74.3991;67.5395;826;698;527;409;247;141;50;40;26;15;0;0;0;0;0;0;0;0;0;152.254;146;17.4949;18.5796;1;1;0;0;0;0;11;0;0;0;0;3127;717;0;0;0;3195;649;0;0;0;3329;515;0;0;0;3451;393
D:\urban\sg500\12\01.bmp;74;50.0887;51.4144;53.892;511;401;370;330;254;250;231;207;206;206;205;204;201;132;132;132;132;132;132;143.27;215;91.1487;100.951;7;6;3;3;3;2;497;0;0;2088;0;549;1207;0;1913;0;757;1174;0;1768;0;883;1193;0;1547;0;1377;920
D:\urban\sg500\12\01.bmp;75;17.8993;24.6288;35.404;149;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;216.991;215;3.5968;4.11141;0;0;0;0;0;0;0;0;0;3844;0;0;0;0;3844;0;0;0;0;3844;0;0;0;0;3844;0;0;0
D:\urban\sg500\12\01.bmp;76;18.6543;24.7776;35.6753;218;24;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;218.508;215;4.31208;5.55895;0;0;0;0;0;0;0;0;0;3844;0;0;0;0;3844;0;0;0;0;3844;0;0;0;0;3844;0;0;0
D:\urban\sg500\12\01.bmp;77;19.9904;26.7289;36.7838;292;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;216.012;215;4.01932;4.14479;0;0;0;0;0;0;0;0;0;3844;0;0;0;0;3844;0;0;0;0;3844;0;0;0;0;3844;0;0;0
D:\urban\sg500\12\01.bmp;78;20.4628;27.1847;36.6899;213;41;41;41;41;41;12;12;12;12;12;12;12;12;12;12;12;12;12;213.717;215;17.9035;17.7;1;0;0;1;0;0;0;0;0;3810;0;34;0;0;3770;0;74;0;0;3726;0;118;0;0;3617;0;227;0
D:\urban\sg500\12\01.bmp;79;25.6444;33.0421;39.642;316;235;191;183;179;178;83;83;83;83;83;83;83;82;82;82;82;82;80;203.115;215;37.4239;36.3816;10;5;3;5;4;3;0;0;0;3094;0;733;17;0;2942;0;891;11;0;2811;0;1020;13;0;2489;0;1355;0
D:\urban\sg500\12\01.bmp;80;59.757;78.6457;66.2698;823;674;543;452;307;214;163;155;113;63;49;39;0;0;0;0;0;0;0;141.38;129;15.664;19.9085;0;0;0;0;0;0;0;0;0;0;0;2594;1250;0;0;0;2665;1179;0;0;0;2718;1126;0;0;0;3464;380
D:\urban\sg500\12\01.bmp;81;57.839;73.2695;69.1582;709;494;225;36;24;13;12;0;0;0;0;0;0;0;0;0;0;0;0;165.22;180;17.0766;22.586;0;0;0;0;0;0;0;0;0;0;0;3513;331;0;0;0;3527;317;0;0;0;3614;230;0;0;0;3844;0
D:\urban\sg500\12\01.bmp;82;55.8608;69.6348;68.5029;735;309;151;64;28;23;0;0;0;0;0;0;0;0;0;0;0;0;0;176.093;180;14.9535;15.4555;0;0;0;0;0;0;0;0;0;0;0;3789;55;0;0;0;3810;34;0;0;0;3844;0;0;0;0;3844;0
D:\urban\sg500\12\01.bmp;83;65.2893;74.5005;69.5325;787;569;378;343;216;180;108;108;108;108;108;108;108;42;42;42;42;42;42;130.283;140;61.5443;62.637;2;2;2;1;1;1;470;0;0;183;0;2021;1640;0;126;0;2051;1667;0;81;0;2249;1514;0;6;0;2817;1021
D:\urban\sg500\12\01.bmp;84;22.7417;28.7099;37.5596;351;141;87;84;38;38;35;35;35;35;35;35;35;28;28;28;28;28;28;200.466;212;48.076;44.1151;0;0;0;0;0;0;34;0;0;3649;0;93;102;0;3576;0;175;93;0;3499;0;272;73;0;3221;0;622;1
D:\urban\sg500\12\01.bmp;85;17.34;24.866;35.1725;279;32;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;214.793;215;4.02638;4.03172;0;0;0;0;0;0;0;0;0;3844;0;0;0;0;3844;0;0;0;0;3844;0;0;0;0;3844;0;0;0
D:\urban\sg500\12\01.bmp;86;17.3811;24.5281;35.0739;313;14;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;215.839;215;3.52936;3.62768;0;0;0;0;0;0;0;0;0;3844;0;0;0;0;3844;0;0;0;0;3844;0;0;0;0;3844;0;0;0
D:\urban\sg500\12\01.bmp;87;18.609;25.4662;35.736;274;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;216.054;215;3.80912;3.95239;0;0;0;0;0;0;0;0;0;3844;0;0;0;0;3844;0;0;0;0;3844;0;0;0;0;3844;0;0;0
D:\urban\sg500\12\01.bmp;88;19.3104;26.3879;36.403;163;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;215.248;215;4.77614;4.78257;0;0;0;0;0;0;0;0;0;3844;0;0;0;0;3844;0;0;0;0;3844;0;0;0;0;3844;0;0;0
D:\urban\sg500\12\01.bmp;89;19.5039;26.9834;36.9175;230;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;214.299;215;3.75914;3.82393;0;0;0;0;0;0;0;0;0;3720;0;124;0;0;3639;0;205;0;0;3551;0;293;0;0;3351;0;493;0
D:\urban\sg500\12\01.bmp;90;60.0101;79.084;65.6095;820;715;571;520;338;302;229;220;175;139;56;45;38;37;21;21;21;0;0;139.043;128;16.0762;19.4513;1;1;1;0;0;0;0;0;0;0;0;2384;1460;0;0;0;2456;1388;0;0;0;2524;1320;0;0;0;3021;823
D:\urban\sg500\12\01.bmp;91;56.8504;71.8694;69.269;651;327;165;110;16;15;0;0;0;0;0;0;0;0;0;0;0;0;0;171.243;180;17.2531;19.3485;0;0;0;0;0;0;0;0;0;0;0;3542;302;0;0;0;3476;368;0;0;0;3391;453;0;0;0;3111;733
D:\urban\sg500\12\01.bmp;92;53.7542;66.9066;67.0172;486;336;159;143;73;69;0;0;0;0;0;0;0;0;0;0;0;0;0;181.457;180;16.0406;16.1151;0;0;0;0;0;0;0;0;0;0;0;3701;143;0;0;0;3622;222;0;0;0;3545;299;0;0;0;3226;618
D:\urban\sg500\12\01.bmp;93;53.8358;58.9935;59.1243;485;357;271;238;165;146;146;146;146;146;146;146;146;73;73;73;73;73;73;139.958;210;81.1592;95.7484;0;0;0;0;0;0;507;0;0;1417;0;1231;1196;0;1235;0;1342;1267;0;1068;0;1507;1269;0;614;0;2187;1043
D:\urban\sg500\12\01.bmp;94;18.1571;25.9475;36.0083;138;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;213.892;212;3.97154;4.39931;0;0;0;0;0;0;0;0;0;3658;0;186;0;0;3596;0;248;0;0;3472;0;372;0;0;3149;0;695;0
D:\urban\sg500\12\01.bmp;95;16.6574;23.8642;34.6405;177;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;216.049;215;3.66076;3.80811;0;0;0;0;0;0;0;0;0;3665;0;179;0;0;3596;0;248;0;0;3475;0;369;0;0;3166;0;678;0
D:\urban\sg500\12\01.bmp;96;17.1319;23.6688;34.8694;362;24;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;218;219;3.5912;3.72786;0;0;0;0;0;0;0;0;0;3658;0;186;0;0;3561;0;283;0;0;3472;0;372;0;0;3162;0;682;0
D:\urban\sg500\12\01.bmp;97;17.5869;24.3275;35.251;253;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;217.157;215;3.3863;4.01529;0;0;0;0;0;0;0;0;0;3658;0;186;0;0;3596;0;248;0;0;3472;0;372;0;0;3162;0;682;0
D:\urban\sg500\12\01.bmp;98;19.2908;26.5924;36.7284;152;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;214.933;215;4.14582;4.14636;0;0;0;0;0;0;0;0;0;3658;0;186;0;0;3571;0;273;0;0;3472;0;356;16;0;3127;0;702;15
D:\urban\sg500\12\01.bmp;99;19.8944;27.6478;37.3554;292;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;213.404;215;4.17286;4.46783;0;0;0;0;0;0;0;0;0;3534;0;310;0;0;3355;0;488;1;0;3181;0;652;11;0;2648;0;1172;24
D:\urban\sg500\13\01.bmp;0;76.9298;69.6467;66.2812;990;967;924;902;869;860;794;755;724;702;635;628;549;535;476;471;368;318;283;92.1152;60;80.0357;81.597;15;11;6;1;1;1;0;0;2914;0;98;766;66;3211;0;9;614;10;3090;0;12;742;0;3775;0;45;24;0
D:\urban\sg500\13\01.bmp;1;69.5177;69.3613;69.0338;1003;959;893;850;829;812;775;764;740;702;653;643;586;560;538;513;466;405;352;135.678;180;78.9561;92.5803;14;9;5;3;3;2;566;0;2776;0;299;684;85;3018;0;159;582;85;2834;0;121;886;3;3263;0;534;47;0
D:\urban\sg500\13\01.bmp;2;102.715;102.934;98.7357;899;855;784;727;676;636;516;405;395;374;307;294;278;238;236;164;146;145;103;89.8257;60;63.1772;67.3828;3;2;1;1;1;1;132;0;1935;0;1334;336;239;2115;0;1218;278;233;1628;0;1762;288;166;1854;0;1643;347;0
D:\urban\sg500\13\01.bmp;3;113.014;117.385;111.839;937;873;803;741;658;561;488;411;367;358;354;336;316;288;219;217;203;165;158;104.587;60;68.5682;74.246;0;0;0;0;0;0;293;0;1761;0;2050;0;33;1452;0;2374;0;18;1109;0;2725;0;10;1536;0;2308;0;0
D:\urban\sg500\13\01.bmp;4;123.822;124.312;123.133;841;809;710;687;654;633;606;590;503;471;422;288;240;191;114;112;112;111;111;136.04;60;99.0848;98.0462;4;4;2;0;0;0;0;0;1611;0;2143;12;78;1936;0;1789;12;107;1667;0;2042;8;127;1907;0;1868;69;0
D:\urban\sg500\13\01.bmp;5;91.2118;90.3496;86.3767;959;887;816;751;674;611;511;405;379;354;338;277;227;153;144;126;125;106;106;83.23;180;67.5487;118.391;5;3;2;0;0;0;265;0;1605;0;937;918;384;1639;0;925;913;367;1556;0;1170;885;233;1695;0;858;1291;0
D:\urban\sg500\13\01.bmp;6;107.972;101.113;95.7695;1029;961;906;845;793;709;613;562;415;351;309;278;236;163;147;119;117;111;109;49.8431;30;48.9195;51.8932;11;7;4;1;1;1;0;0;1727;0;1520;208;389;2109;0;1132;179;424;1692;0;1621;175;356;1677;0;1687;453;27
D:\urban\sg500\13\01.bmp;7;98.2107;93.6774;89.9425;969;891;791;662;555;517;427;376;293;252;236;211;181;85;72;59;57;54;52;74.9238;18;74.2422;90.3441;2;2;2;0;0;0;760;0;1457;0;1370;618;399;1353;0;1434;654;403;963;0;1770;673;438;1218;0;1461;1030;135
D:\urban\sg500\13\01.bmp;8;44.8959;59.4995;58.9753;987;937;834;686;550;423;295;242;137;101;64;57;20;0;0;0;0;0;0;175.192;180;26.487;26.9263;0;0;0;0;0;0;172;0;232;0;9;3467;136;281;0;0;3402;161;119;0;0;3562;163;0;0;0;3816;28
D:\urban\sg500\13\01.bmp;9;40.8736;59.3288;57.1579;899;762;682;597;427;345;252;196;168;76;54;49;48;16;16;16;0;0;0;173.352;180;10.9156;12.7812;0;0;0;0;0;0;0;0;134;0;11;3614;85;144;0;5;3655;40;156;0;2;3666;20;278;0;11;3555;0
D:\urban\sg500\13\01.bmp;10;67.0003;69.5512;69.0416;949;923;871;849;813;793;769;744;733;699;687;682;636;581;572;558;546;522;496;135.388;180;71.8762;84.7183;10;8;4;2;2;1;363;0;2846;0;535;425;38;3260;0;297;264;23;2931;0;333;580;0;3321;0;516;7;0
D:\urban\sg500\13\01.bmp;11;66.6137;65.7849;64.1496;965;899;868;820;807;735;721;687;680;651;615;596;583;542;469;394;378;343;309;110.129;60;79.8339;90.5444;14;10;5;0;0;0;532;0;2528;0;276;891;149;2716;0;168;902;58;2408;0;200;1236;0;3095;0;709;40;0
D:\urban\sg500\13\01.bmp;12;95.3481;91.4992;87.4794;989;913;879;781;705;676;611;558;501;432;427;388;377;362;313;204;186;178;117;77.8119;60;63.1064;64.0578;7;5;3;1;1;1;848;0;2073;0;1053;348;370;2338;0;938;235;333;1976;0;1371;228;269;2005;0;1625;214;0
D:\urban\sg500\13\01.bmp;13;113.296;115.174;112.077;963;827;788;711;640;621;564;500;424;423;333;326;293;290;264;253;222;189;187;108.687;60;75.4283;81.9179;8;5;3;1;1;1;0;0;1631;0;1464;216;533;1777;0;1345;190;532;1506;0;1632;160;546;1656;0;2083;105;0
D:\urban\sg500\13\01.bmp;14;85.8725;89.7349;85.2034;952;903;767;656;563;505;412;354;253;222;176;143;51;50;48;25;15;8;8;107.012;120;56.8223;58.4548;7;7;3;2;2;1;0;0;1625;0;649;750;820;1485;0;655;805;899;1291;0;885;924;744;1068;0;897;1879;0
D:\urban\sg500\13\01.bmp;15;107.954;105.882;100.882;964;937;868;799;737;683;606;532;461;430;388;339;304;273;265;186;179;73;66;71.3585;60;56.3005;55.8447;10;5;4;5;4;3;113;0;1692;0;1619;122;411;2280;0;1040;79;445;2085;0;1292;74;393;2573;0;934;337;0
D:\urban\sg500\13\01.bmp;16;119.073;109.235;103.456;885;838;747;710;657;623;526;486;432;411;359;295;263;233;158;154;147;143;132;35.3863;18;21.1894;22.0056;7;5;3;0;0;0;564;0;1924;0;1850;0;70;2145;0;1695;0;4;2190;0;1654;0;0;3199;0;645;0;0
D:\urban\sg500\13\01.bmp;17;96.5382;96.2118;90.9334;970;909;803;789;724;640;490;452;358;302;233;211;179;142;86;84;83;72;65;78.9521;30;59.1276;74.0168;15;9;3;3;3;2;186;0;1712;0;895;617;620;2023;0;556;780;485;2190;0;519;799;336;2085;0;458;1293;8
D:\urban\sg500\13\01.bmp;18;83.0203;86.4982;81.3249;996;921;819;753;612;540;423;345;322;282;197;189;116;93;17;17;17;17;0;96.5484;60;60.0158;69.9688;6;4;2;2;1;1;441;0;1736;0;606;919;583;1815;0;523;1011;495;1948;0;507;1050;339;1230;0;818;1796;0
D:\urban\sg500\13\01.bmp;19;86.0026;92.8767;87.4027;903;787;680;619;512;454;367;345;267;201;94;90;74;43;43;43;42;42;41;111.297;169;62.0963;84.7727;0;0;0;0;0;0;661;0;626;0;1048;967;1203;962;0;748;1112;1022;671;0;1111;1312;750;639;0;1318;1480;407
D:\urban\sg500\13\01.bmp;20;94.2042;90.6582;86.6355;917;886;834;828;801;790;776;756;708;662;630;610;535;534;526;493;483;427;350;84.7443;60;68.11;70.9882;19;9;4;6;3;2;991;0;2682;0;582;537;43;2839;0;545;442;18;2653;0;837;351;3;2633;0;1089;122;0
D:\urban\sg500\13\01.bmp;21;79.6938;71.8171;68.076;1032;1021;998;940;930;887;873;830;807;788;762;691;644;624;591;517;384;347;291;87.4836;60;75.6738;75.8715;21;8;4;7;4;2;206;0;3078;0;113;622;31;3405;0;66;372;1;3106;0;81;657;0;3156;0;498;190;0
D:\urban\sg500\13\01.bmp;22;105.152;98.0546;92.8928;1000;975;936;912;882;852;795;768;724;686;571;530;517;490;406;361;293;243;239;56.3314;60;50.1819;50.7984;12;9;4;4;4;3;417;0;2302;0;1160;312;70;2820;0;820;186;18;2926;0;721;197;0;2312;0;1504;28;0
D:\urban\sg500\13\01.bmp;23;114.458;108.783;103.732;948;919;881;830;781;672;615;524;475;384;295;278;265;236;193;182;97;73;64;43.3918;30;34.5404;35.8853;7;4;2;1;0;0;140;0;1830;0;1832;13;169;2323;0;1348;0;173;2058;0;1617;0;169;2286;0;1558;0;0
D:\urban\sg500\13\01.bmp;24;123.304;114.992;109.439;922;879;817;735;718;681;666;615;549;495;452;437;424;380;257;240;201;156;150;33.2958;30;23.7936;23.7364;13;7;3;1;1;0;414;0;1711;0;1994;13;126;2187;0;1529;2;126;2425;0;1306;0;113;2897;0;947;0;0
D:\urban\sg500\13\01.bmp;25;123.509;110.497;104.987;903;860;810;797;732;669;643;623;594;570;542;527;491;477;464;379;325;223;202;40.1069;30;37.1688;35.8723;17;10;4;7;4;2;453;0;1997;0;1763;25;59;2374;0;1429;0;41;2332;0;1498;0;14;2305;0;1539;0;0
D:\urban\sg500\13\01.bmp;26;110.156;103.869;98.0757;986;957;850;767;661;614;500;438;316;286;251;197;168;84;78;78;76;73;64;43.7869;30;33.4206;35.9743;5;4;4;1;1;1;0;0;1842;0;1913;0;89;1976;0;1833;0;35;1538;0;2274;0;32;1680;0;2164;0;0
D:\urban\sg500\13\01.bmp;27;107.728;99.2828;92.6764;984;928;792;757;665;610;512;453;416;386;339;333;326;305;227;193;78;78;55;56.0583;14;51.9546;65.3553;11;8;2;0;0;0;68;0;1719;0;1412;394;319;2128;0;1020;399;297;1874;0;1309;391;270;2220;0;1014;610;0
D:\urban\sg500\13\01.bmp;28;106.997;101.511;96.6017;977;929;878;825;775;728;652;578;518;463;376;364;338;309;200;181;111;110;86;49.3408;30;46.0926;48.4692;10;6;4;1;1;1;582;0;2057;0;1532;163;92;2419;0;1232;107;86;2256;0;1455;51;82;2603;0;1235;6;0
D:\urban\sg500\13\01.bmp;29;90.3158;89.3879;83.2666;1004;911;811;708;636;571;392;343;327;221;192;147;139;127;123;113;70;69;49;71.8452;60;47.1191;48.2832;0;0;0;0;0;0;180;0;1799;0;875;84;1086;1784;0;700;66;1294;1101;0;1447;82;1214;1970;0;1197;539;138
D:\urban\sg500\13\01.bmp;30;78.5393;74.8855;71.6033;1032;1007;969;910;884;853;802;769;754;707;669;629;586;525;455;441;427;410;379;91.5549;60;75.3762;78.1592;19;10;5;6;4;2;0;0;2772;0;168;853;51;3196;0;70;574;4;3135;0;58;651;0;3084;0;760;0;0
D:\urban\sg500\13\01.bmp;31;83.0567;77.8408;74.5994;983;959;900;875;863;848;790;737;711;690;639;596;555;553;514;456;446;445;415;99.3015;60;76.0818;81.1685;21;12;5;7;6;4;561;0;2967;0;456;421;0;3233;0;380;231;0;3212;0;323;309;0;2472;0;1330;42;0
D:\urban\sg500\13\01.bmp;32;79.186;72.1098;68.9925;1035;1017;999;978;904;810;771;726;701;658;508;475;445;406;358;280;266;260;227;96.7864;180;81.7095;120.829;5;2;2;0;0;0;0;0;2102;0;439;1129;174;2506;0;241;962;135;2059;0;390;1305;90;1897;0;796;1151;0
D:\urban\sg500\13\01.bmp;33;109.829;104.562;100.202;986;937;857;807;755;690;661;646;615;582;481;385;327;155;118;108;95;93;75;41.5221;30;30.8702;32.2222;8;5;3;3;2;2;832;0;1786;0;1895;0;163;2369;0;1437;0;38;2103;0;1737;0;4;1974;0;1870;0;0
D:\urban\sg500\13\01.bmp;34;108.88;103.525;99.0874;935;808;738;677;639;554;468;395;355;303;291;250;224;123;98;97;92;90;89;44.6589;30;38.734;40.5445;8;4;3;2;1;1;158;0;1615;0;1764;95;370;1995;0;1355;120;374;2037;0;1288;149;370;2078;0;1402;364;0
D:\urban\sg500\13\01.bmp;35;109.769;102.792;98.218;986;928;806;761;677;616;526;458;374;341;265;245;226;208;148;127;126;117;73;44.4277;60;44.1416;47.2737;4;4;3;1;1;1;0;0;1612;0;2026;46;160;1784;0;1844;60;156;1436;0;2180;71;157;2639;0;1099;106;0
D:\urban\sg500\13\01.bmp;36;117.203;108.741;104.411;1017;985;877;834;769;742;614;516;445;336;267;219;189;170;142;104;101;98;86;32.0312;60;26.4092;40.5904;14;9;2;1;1;1;322;0;1809;0;1915;5;115;2527;0;1170;0;147;2474;0;1231;0;139;3211;0;633;0;0
D:\urban\sg500\13\01.bmp;37;126.92;117.022;111.618;965;933;864;822;786;752;690;625;587;576;442;378;289;286;243;192;102;102;62;34.5497;30;26.4152;25.9643;17;9;4;4;3;3;505;0;2214;0;1508;2;120;2578;0;1164;0;102;2731;0;1024;0;89;2725;0;1119;0;0
D:\urban\sg500\13\01.bmp;38;98.59;97.3127;90.7752;907;845;787;744;676;615;500;493;417;383;309;305;271;251;189;121;120;108;101;75.9373;60;52.2793;54.4911;4;3;2;1;0;0;0;0;1499;0;1300;484;561;1541;0;1196;508;599;1175;0;1500;610;559;1642;0;1327;875;0
D:\urban\sg500\13\01.bmp;39;120.581;108.245;99.4581;924;888;808;746;701;646;616;577;541;487;377;321;264;252;227;216;210;189;155;46.0304;23;36.8913;42.5871;16;11;5;2;2;2;43;0;2121;0;1588;1;134;2239;0;1365;0;240;2315;0;1282;0;247;2468;0;1202;164;10
D:\urban\sg500\13\01.bmp;40;69.9178;71.7419;70.8985;979;956;921;872;832;812;774;737;706;646;559;539;529;489;440;383;348;302;250;137.434;180;72.8167;84.6293;16;9;5;2;2;2;288;0;2988;0;284;524;48;3323;0;205;290;26;3339;0;238;252;15;3122;0;722;0;0
D:\urban\sg500\13\01.bmp;41;83.589;77.5125;74.1145;996;961;922;903;881;870;847;818;768;761;735;692;671;630;611;588;574;513;445;99.1465;60;81.5521;83.6837;28;13;6;6;4;3;175;0;2969;0;304;536;35;3259;0;171;400;14;3304;0;124;416;0;2940;0;879;25;0
D:\urban\sg500\13\01.bmp;42;76.4024;76.16;72.4269;929;871;835;793;785;751;707;683;641;525;483;475;452;448;385;357;213;174;150;97.1171;180;65.9423;106.901;7;6;3;2;2;2;387;0;2346;0;303;859;336;2363;0;299;760;422;2290;0;467;815;272;1198;0;1285;1361;0
D:\urban\sg500\13\01.bmp;43;104.803;96.7206;91.6353;1021;948;888;847;739;709;573;513;402;358;332;249;205;198;181;106;76;75;62;51.8101;120;47.3149;87.3237;7;6;3;5;4;3;146;0;2019;0;1178;237;410;2029;0;1092;163;560;1870;0;1278;104;592;2157;0;717;909;61
D:\urban\sg500\13\01.bmp;44;111.958;102.662;97.3611;1029;993;935;868;792;753;663;585;510;498;468;414;286;278;222;195;127;125;85;45.8195;30;47.2316;49.3929;9;7;4;4;3;2;543;0;1728;0;1607;334;175;2329;0;1042;353;120;2403;0;1033;361;47;2772;0;590;482;0
D:\urban\sg500\13\01.bmp;45;106.37;100.085;95.0403;1005;970;845;821;731;628;576;473;431;419;368;358;243;184;96;81;59;52;33;47.6337;60;42.7193;44.6296;8;5;4;2;2;2;550;0;1566;0;1867;143;268;2065;0;1410;101;268;1619;0;1911;71;243;2489;0;1203;152;0
D:\urban\sg500\13\01.bmp;46;130.263;118.937;113.437;993;967;924;872;833;816;767;731;673;635;570;557;524;451;430;370;274;252;242;31.0786;30;26.2689;26.1639;12;8;4;1;1;1;650;0;1646;0;2053;39;106;2214;0;1503;35;92;2422;0;1318;33;71;2148;0;1696;0;0
D:\urban\sg500\13\01.bmp;47;112.615;106.876;100.61;959;896;821;777;705;658;586;486;443;401;347;336;266;261;257;249;207;187;158;61.0411;60;48.4942;48.4471;17;12;5;5;5;4;0;0;2173;0;1179;226;266;2448;0;864;168;364;2461;0;957;134;292;2755;0;946;143;0
D:\urban\sg500\13\01.bmp;48;128.349;116.624;108.475;978;937;876;817;729;687;631;592;398;363;344;308;292;251;251;217;214;202;192;39.1865;30;25.8132;26.4914;10;8;5;3;3;2;353;0;1848;0;1957;0;39;2549;0;1249;0;46;2822;0;950;0;72;2606;0;1238;0;0
D:\urban\sg500\13\01.bmp;49;120.569;110.412;103.27;942;876;803;761;715;664;606;579;491;445;383;340;293;216;158;95;91;81;77;44.1238;60;38.1176;41.6888;8;7;3;2;2;1;520;0;1683;0;1668;83;410;1929;0;1318;72;525;1959;0;1341;49;495;2025;0;1577;111;131
D:\urban\sg500\13\01.bmp;50;70.6579;71.0232;70.5466;843;808;716;642;605;603;548;540;507;491;468;441;432;421;416;382;379;342;333;150.188;180;71.8984;78.6771;14;8;3;2;2;1;679;0;2874;0;481;476;13;2889;0;578;359;18;2606;0;591;645;2;2434;0;1170;240;0
D:\urban\sg500\13\01.bmp;51;67.0591;68.7255;68.097;1019;997;961;934;895;879;858;814;768;733;667;628;611;557;510;424;354;333;298;128.437;180;77.7194;94.1345;18;9;6;2;2;2;5;0;2725;0;81;1007;31;3152;0;67;625;0;3109;0;28;707;0;3652;0;7;185;0
D:\urban\sg500\13\01.bmp;52;64.6121;67.1782;66.4836;960;914;883;849;800;749;679;653;611;569;525;501;466;417;321;297;291;243;208;125.364;180;74.5864;93.1331;7;5;3;1;1;0;442;0;2687;0;356;592;209;2926;0;278;431;209;2489;0;390;768;197;2048;0;541;1255;0
D:\urban\sg500\13\01.bmp;53;99.2105;95.9979;89.993;970;922;847;752;653;611;512;467;405;330;216;178;172;91;72;71;68;68;0;66.4779;120;45.7461;71.4736;8;6;3;3;3;2;522;0;2348;0;1053;43;400;2254;0;1151;19;420;1412;0;1992;0;440;1672;0;2022;150;0
D:\urban\sg500\13\01.bmp;54;111.666;102.816;97.4862;1013;936;885;853;813;761;708;641;615;586;482;446;300;279;241;237;220;216;194;44.9472;120;41.2807;88.8872;9;7;3;3;3;2;785;0;2157;0;1642;0;45;2489;0;1311;0;44;2320;0;1460;0;64;2610;0;1234;0;0
D:\urban\sg500\13\01.bmp;55;112.571;106.581;101.768;1026;960;872;819;750;731;673;601;498;470;396;251;105;104;82;81;81;81;75;37.7425;30;30.0421;30.6477;12;7;3;0;0;0;180;0;1772;0;2007;0;65;2188;0;1626;0;30;1926;0;1918;0;0;1784;0;2060;0;0
