Image_name;Cell_id;RgbMean_r;RgbMean_g;RgbMean_b;Canny_thresh_10;Canny_thresh_15;Canny_thresh_20;Canny_thresh_25;Canny_thresh_30;Canny_thresh_35;Canny_thresh_40;Canny_thresh_45;Canny_thresh_50;Canny_thresh_55;Canny_thresh_60;Canny_thresh_65;Canny_thresh_70;Canny_thresh_75;Canny_thresh_80;Canny_thresh_85;Canny_thresh_90;Canny_thresh_95;Canny_thresh_100;Mean;Modus;Mean_dev;Modus_dev;Harris_Q0.02_D5;Harris_Q0.02_D10;Harris_Q0.02_D20;Harris_Q0.16_D5;Harris_Q0.16_D10;Harris_Q0.16_D20;Road;Main_road;Laws_W7_b;Laws_W7_o;Laws_W7_r;Laws_W7_v_r;Laws_W7_v_u;Laws_W11_b;Laws_W11_o;Laws_W11_r;Laws_W11_v_r;Laws_W11_v_u;Laws_W15_b;Laws_W15_o;Laws_W15_r;Laws_W15_v_r;Laws_W15_v_u;Laws_W31_b;Laws_W31_o;Laws_W31_r;Laws_W31_v_r;Laws_W31_v_u
D:\urban\sg500\13\01.bmp;56;113.674;109.506;105.1;969;901;831;782;727;697;627;580;513;486;385;337;330;283;233;232;173;172;167;51.0999;60;42.2562;43.7589;13;11;4;3;3;3;354;0;1720;0;1832;122;170;2252;0;1356;94;142;2173;0;1499;57;115;2264;0;1580;0;0
D:\urban\sg500\13\01.bmp;57;123.144;116.088;110.033;991;939;884;828;757;683;647;629;511;485;436;407;354;313;276;259;205;143;129;36.8304;30;23.3281;23.6405;11;5;4;0;0;0;676;0;1954;0;1862;0;28;2175;0;1653;0;16;2205;0;1639;0;0;2121;0;1723;0;0
D:\urban\sg500\13\01.bmp;58;98.5341;93.4282;87.1896;1010;928;865;790;667;605;468;421;384;343;335;319;258;241;233;226;73;51;50;76.6306;180;65.5985;123.276;4;4;2;0;0;0;209;0;1294;0;1496;891;163;1602;0;1207;867;168;1556;0;1366;825;97;1699;0;1167;978;0
D:\urban\sg500\13\01.bmp;59;51.2125;65.5211;63.1025;952;839;631;378;163;109;77;39;26;26;24;22;0;0;0;0;0;0;0;165.228;180;25.8356;29.7613;0;0;0;0;0;0;0;0;254;0;17;3361;212;275;0;14;3335;220;246;0;47;3352;199;275;0;89;3404;76
D:\urban\sg500\13\01.bmp;60;73.9537;76.9553;76.4714;918;873;834;777;740;722;690;667;632;601;538;516;464;386;341;298;266;240;235;142.999;192;74.8788;88.5093;11;7;5;2;2;1;49;0;2602;0;387;692;163;2678;0;408;625;133;2385;0;686;760;13;2676;0;793;375;0
D:\urban\sg500\13\01.bmp;61;82.3239;82.1418;79.8757;962;892;842;803;760;748;713;681;633;628;587;518;504;501;394;287;285;258;187;110.982;180;72.508;101.208;13;8;4;2;1;1;779;0;2528;0;899;378;39;2662;0;917;257;8;2189;0;1387;268;0;2654;0;1190;0;0
D:\urban\sg500\13\01.bmp;62;79.3835;78.0749;75.5062;975;929;875;757;682;680;627;585;561;533;420;347;297;287;258;146;137;91;52;100.507;180;72.6126;109.757;8;6;2;0;0;0;556;0;1743;0;525;1143;433;1938;0;424;1108;374;2042;0;373;1236;193;1685;0;840;1315;4
D:\urban\sg500\13\01.bmp;63;85.4641;84.5507;81.9501;910;824;697;645;621;552;464;384;343;300;229;178;173;142;118;116;114;110;84;89.8476;180;69.7565;115.969;6;2;1;3;2;1;686;0;1596;0;765;1180;303;1709;0;641;1191;303;1314;0;1043;1209;278;1270;0;852;1700;22
D:\urban\sg500\13\01.bmp;64;108.626;103.388;97.9693;990;930;859;798;743;640;544;522;439;363;303;287;271;225;206;192;170;166;147;60.1501;120;48.7095;78.1468;14;7;4;7;5;3;0;0;1938;0;1435;205;266;2440;0;913;175;316;2366;0;1047;149;282;2586;0;1258;0;0
D:\urban\sg500\13\01.bmp;65;123.33;115.537;111.263;944;919;882;827;752;731;660;630;544;542;517;458;444;439;432;384;348;342;283;31.4612;30;22.9122;22.725;14;10;5;4;3;3;573;0;1984;0;1832;0;28;2336;0;1487;0;21;2486;0;1358;0;0;2390;0;1454;0;0
D:\urban\sg500\13\01.bmp;66;103.309;98.0552;93.3382;959;902;778;722;663;617;457;382;319;272;217;156;134;133;73;69;58;57;40;48.1387;60;36.8201;39.3391;12;7;3;4;3;2;0;0;2125;0;1170;33;516;2397;0;917;6;524;1798;0;1492;0;554;1960;0;1717;167;0
D:\urban\sg500\13\01.bmp;67;128.822;117.618;110.937;1007;948;881;864;837;791;746;725;609;547;481;470;418;386;333;231;171;171;168;31.3046;30;19.4594;19.3205;7;6;4;0;0;0;563;0;1465;0;2376;3;0;2005;0;1839;0;0;2489;0;1355;0;0;1897;0;1947;0;0
D:\urban\sg500\13\01.bmp;68;91.9698;91.9558;87.4607;956;872;821;723;657;579;522;491;433;419;345;322;278;264;222;204;177;165;160;92.2531;180;70.1369;113.084;11;8;4;2;2;1;0;0;1454;0;992;1234;164;1797;0;674;1217;156;1887;0;591;1221;145;1597;0;631;1572;44
D:\urban\sg500\13\01.bmp;69;67.871;79.1946;75.9092;916;822;540;373;235;200;171;159;148;130;121;121;113;110;99;99;69;68;67;147.517;180;51.3298;60.7467;0;0;0;0;0;0;144;0;371;0;346;2924;203;465;0;281;2938;160;411;0;345;2961;127;374;0;562;2772;136
D:\urban\sg500\13\01.bmp;70;82.7586;83.1413;81.0346;998;956;870;835;782;745;627;578;549;501;366;285;198;174;133;124;118;96;83;99.1902;60;73.6764;81.7763;5;4;2;3;2;2;611;0;2241;0;671;505;427;2352;0;592;633;267;2129;0;900;631;184;1832;0;1149;863;0
D:\urban\sg500\13\01.bmp;71;84.749;83.6743;81.0356;922;861;824;785;757;712;696;679;667;652;576;566;518;513;473;458;448;438;389;107.36;60;74.7671;85.3612;12;8;3;1;1;1;716;0;2814;0;670;322;38;2821;0;714;299;10;2431;0;930;475;8;2241;0;1522;81;0
D:\urban\sg500\13\01.bmp;72;86.9454;79.7885;76.6454;961;936;868;819;761;704;677;644;633;597;558;547;506;460;436;430;423;383;363;106.995;180;78.2626;118.985;22;8;5;8;6;4;302;0;2766;0;288;720;70;2978;0;248;555;63;3035;0;240;569;0;2450;0;1175;219;0
D:\urban\sg500\13\01.bmp;73;96.9573;93.1855;88.8671;925;890;807;709;659;565;485;443;397;353;266;233;123;116;112;82;48;39;16;66.8358;180;55.934;129.047;8;6;4;2;1;1;152;0;1451;0;1250;710;433;1504;0;1168;754;418;1302;0;1325;814;403;1339;0;1148;1357;0
D:\urban\sg500\13\01.bmp;74;108.377;99.4071;94.9425;951;907;870;832;778;733;588;538;508;406;296;253;209;160;134;109;79;76;55;41.4168;30;32.8432;31.6814;8;5;3;1;1;1;419;0;2004;0;1580;24;236;2072;0;1575;1;196;1484;0;2193;0;167;2483;0;1361;0;0
D:\urban\sg500\13\01.bmp;75;98.1988;93.1493;88.9672;1024;949;886;831;728;687;544;453;348;328;321;306;207;148;124;100;76;72;5;58.423;60;50.5836;50.7714;7;7;4;0;0;0;88;0;1662;0;1375;336;471;1792;0;1230;314;508;1231;0;1784;254;575;1394;0;2011;439;0
D:\urban\sg500\13\01.bmp;76;114.143;107.048;103.334;988;942;862;807;746;644;519;472;439;425;363;228;81;80;78;26;18;17;17;44.5968;30;36.6063;34.1293;7;5;2;1;1;1;484;0;1869;0;1879;0;96;2012;0;1798;0;34;1569;0;2256;0;19;1959;0;1885;0;0
D:\urban\sg500\13\01.bmp;77;111.522;105.325;101.208;940;878;782;752;699;691;612;575;485;393;370;359;321;295;292;288;214;201;184;55.6025;60;39.7686;42.3421;16;10;4;1;1;1;84;0;2041;0;1728;5;70;2544;0;1276;0;24;2157;0;1660;0;27;2200;0;1644;0;0
D:\urban\sg500\13\01.bmp;78;116.011;109.046;102.744;876;825;724;687;645;585;532;504;469;404;378;296;264;234;224;125;96;77;68;44.2919;30;27.2411;27.4518;0;0;0;0;0;0;855;0;1596;0;1942;0;306;1671;0;1779;0;394;1089;0;2376;0;379;884;0;2842;0;118
D:\urban\sg500\13\01.bmp;79;129.153;119.182;113.312;935;837;746;614;498;450;425;360;302;229;204;188;117;113;85;84;39;37;19;40.148;20;34.7373;29.5418;0;0;0;0;0;0;703;0;1968;0;1788;54;34;2006;0;1748;40;50;1246;0;2516;31;51;283;0;3559;0;2
D:\urban\sg500\13\01.bmp;80;82.4896;75.6795;72.1402;963;939;893;855;817;792;769;745;730;726;701;694;675;667;624;548;467;447;397;95.5265;60;76.8394;80.6951;23;12;5;10;7;4;651;0;3059;0;356;396;33;3153;0;306;353;32;2783;0;471;561;29;3185;0;493;166;0
D:\urban\sg500\13\01.bmp;81;76.1446;68.4142;64.3403;1032;1014;885;866;838;825;802;777;757;742;722;705;654;624;571;538;473;443;351;99.2992;60;76.8447;80.0329;28;13;5;3;2;1;0;0;3162;0;138;505;39;3470;0;58;302;14;3227;0;23;594;0;3600;0;126;118;0
D:\urban\sg500\13\01.bmp;82;98.5138;93.8033;91.4672;933;862;832;768;741;733;695;681;650;634;623;595;561;548;538;520;432;431;406;100.773;0;82.6184;97.087;17;13;5;2;2;1;674;0;2373;0;1147;312;12;2808;0;836;190;10;3011;0;723;110;0;2373;0;1468;3;0
D:\urban\sg500\13\01.bmp;83;99.0913;94.9912;90.6007;983;910;818;695;619;539;406;353;299;265;244;208;178;163;152;86;73;69;20;74.9794;60;58.6622;57.8668;8;6;3;0;0;0;6;0;1857;0;1332;122;533;1838;0;1375;92;539;1481;0;1799;98;466;2327;0;1326;191;0
D:\urban\sg500\13\01.bmp;84;120.651;109.328;104.028;986;938;866;850;821;772;630;623;543;463;416;409;380;359;317;311;275;261;236;35.9295;30;28.9946;27.7146;8;6;3;1;1;1;425;0;2077;0;1699;0;68;2499;0;1317;0;28;2533;0;1311;0;0;2673;0;1171;0;0
D:\urban\sg500\13\01.bmp;85;107.792;98.5263;94.1852;919;868;835;792;738;710;626;598;533;486;469;422;335;243;217;203;96;73;44;49.1808;30;48.2427;47.8448;8;6;3;1;1;1;147;0;1833;0;1529;136;346;2296;0;1098;98;352;2467;0;1057;87;233;2479;0;1309;56;0
D:\urban\sg500\13\01.bmp;86;114.542;110.066;106.213;927;882;836;742;684;629;543;512;441;435;405;339;334;306;267;262;244;178;153;54.0088;30;45.1009;43.3817;10;8;4;3;2;2;703;0;2171;0;1542;26;105;2290;0;1447;13;94;1963;0;1823;0;58;2403;0;1441;0;0
D:\urban\sg500\13\01.bmp;87;106.363;101.857;97.608;806;663;547;418;402;334;262;246;224;201;190;179;137;92;87;81;75;38;18;45.6381;30;33.2986;32.8794;0;0;0;0;0;0;527;0;1647;0;1380;0;817;1187;0;1524;0;1133;981;0;1740;0;1123;712;0;2404;0;728
D:\urban\sg500\13\01.bmp;88;93.6865;89.9553;85.4906;782;603;405;319;222;215;101;79;64;63;25;25;25;0;0;0;0;0;0;73.8803;60;51.6703;44.5702;0;0;0;0;0;0;20;0;1809;0;596;0;1439;459;0;1580;0;1805;449;0;1650;0;1745;1343;0;1120;0;1381
D:\urban\sg500\13\01.bmp;89;99.2089;96.346;101.766;816;714;585;479;346;294;222;170;142;127;48;48;44;44;18;18;0;0;0;122.957;227;107.299;131.735;7;3;3;3;2;2;0;0;2122;0;1189;18;515;1639;0;1517;0;688;1260;0;1882;0;702;1770;0;1960;37;77
D:\urban\sg500\13\01.bmp;90;68.2732;62.8221;60.468;988;920;844;823;799;738;718;694;652;611;600;585;557;515;430;424;406;404;402;118.02;180;84.4156;109.433;21;12;6;0;0;0;83;0;3257;0;148;439;0;3547;0;58;239;0;3076;0;1;767;0;3603;0;103;138;0
D:\urban\sg500\13\01.bmp;91;83.3587;81.8962;79.0057;984;948;927;913;898;889;862;837;824;797;766;727;699;679;654;538;487;424;410;108.204;60;73.6973;85.7111;17;10;6;1;1;1;475;0;2705;0;607;490;42;3202;0;358;282;2;3242;0;330;272;0;2212;0;1632;0;0
D:\urban\sg500\13\01.bmp;92;80.4657;76.9597;74.1683;970;952;919;886;841;824;738;714;696;648;632;607;585;578;521;501;483;391;383;107.271;180;77.8129;114.605;15;9;5;1;1;1;48;0;2616;0;349;773;106;3182;0;228;390;44;3300;0;267;277;0;3341;0;503;0;0
D:\urban\sg500\13\01.bmp;93;109.495;106.657;104.405;1014;977;884;839;775;745;655;568;475;408;306;266;228;197;168;139;135;132;45;97.8702;0;86.0631;80.7397;17;9;6;3;2;2;632;0;1915;0;1713;113;103;2327;0;1357;83;77;2621;0;1126;47;50;2925;0;919;0;0
D:\urban\sg500\13\01.bmp;94;128.078;120.091;116.04;947;914;857;832;799;769;666;621;562;525;501;463;446;439;369;335;272;262;163;52.1935;20;53.9432;53.6914;27;14;5;6;5;3;203;0;2458;0;1315;0;71;2979;0;827;0;38;3138;0;706;0;0;3472;0;372;0;0
D:\urban\sg500\13\01.bmp;95;99.1647;96.5544;92.6124;884;812;684;640;606;568;561;499;447;392;339;283;242;212;188;186;110;104;21;53.4698;30;43.6468;47.4736;1;1;1;0;0;0;791;0;1406;0;1307;27;1104;1593;0;1058;6;1187;1218;0;1450;74;1102;1594;0;1607;3;640
D:\urban\sg500\13\01.bmp;96;83.4459;85.0088;80.9035;942;822;678;631;545;491;393;302;267;246;82;68;64;61;57;57;40;23;23;90.8143;60;58.3587;64.3587;1;1;1;0;0;0;143;0;1485;0;552;403;1404;992;0;592;438;1822;363;0;1066;498;1917;669;0;991;961;1223
D:\urban\sg500\13\01.bmp;97;112.493;107.32;100.667;876;795;669;573;457;402;318;237;223;117;94;17;0;0;0;0;0;0;0;57.167;23;48.7501;59.1992;0;0;0;0;0;0;0;0;2200;0;1059;70;515;1343;0;1713;23;765;330;0;2633;35;846;691;0;2600;0;553
D:\urban\sg500\13\01.bmp;98;109.172;99.2739;96.6366;819;670;510;403;273;167;161;150;132;132;0;0;0;0;0;0;0;0;0;107.761;23;105.386;38.2508;0;0;0;0;0;0;0;0;2619;0;887;33;305;2222;0;1031;32;559;818;0;2263;69;694;774;0;2368;388;314
D:\urban\sg500\13\01.bmp;99;95.0606;88.1855;88.064;854;732;431;398;242;164;107;89;83;33;10;10;0;0;0;0;0;0;0;151.976;30;140.582;51.5627;3;2;2;0;0;0;0;0;2717;0;789;25;313;1794;0;1354;44;652;1428;0;1649;98;669;298;0;2372;1044;130
D:\urban\sg500\14\01.bmp;0;59.6946;64.6839;61.9722;835;715;424;384;309;295;243;213;205;173;122;94;78;72;31;30;30;27;0;121.872;180;64.9539;87.6527;0;0;0;0;0;0;0;0;6;0;0;587;3251;0;0;0;515;3329;0;0;0;580;3264;0;0;0;745;3099
D:\urban\sg500\14\01.bmp;1;34.7729;48.7672;49.8122;835;650;474;413;391;363;300;255;163;140;131;101;69;68;19;8;7;5;0;183.033;180;18.2994;18.8681;1;1;0;0;0;0;0;0;3;0;0;2397;1444;0;0;0;2362;1482;1;0;0;2509;1334;0;0;0;2705;1139
D:\urban\sg500\14\01.bmp;2;49.6446;52.9501;54.3681;956;868;745;666;553;511;453;418;323;244;234;229;157;131;127;115;70;56;56;173.181;180;83.3879;83.7026;2;2;1;0;0;0;0;0;196;0;30;2056;1562;296;0;44;2158;1346;587;0;67;2431;759;664;0;73;3014;93
D:\urban\sg500\14\01.bmp;3;90.8083;84.6751;84.5866;901;840;798;764;707;669;625;608;578;558;520;514;470;467;463;459;447;411;330;132.203;0;121.895;76.1878;12;5;2;4;2;1;83;0;1280;0;619;600;1345;1566;0;579;429;1270;1983;0;347;342;1172;2312;0;673;333;526
D:\urban\sg500\14\01.bmp;4;123.894;107.482;104.573;964;921;884;849;808;782;690;681;660;650;614;609;591;586;578;542;510;460;420;57.9001;0;64.143;40.3413;11;5;3;1;1;0;572;0;2125;0;775;325;619;2341;0;852;225;426;3129;0;372;128;215;3287;0;557;0;0
D:\urban\sg500\14\01.bmp;5;108.269;96.5029;94.3965;889;841;744;732;694;657;600;598;579;575;560;547;546;504;462;458;447;412;276;85.2638;0;87.8338;52.6882;6;4;3;1;1;1;510;0;1974;0;299;347;1224;2097;0;458;277;1012;1941;0;751;183;969;2380;0;1363;0;101
D:\urban\sg500\14\01.bmp;6;94.6569;81.8637;80.6126;875;722;632;584;539;477;462;405;401;372;353;344;342;340;289;285;273;271;199;79.9477;0;80.1232;26.9069;2;2;2;1;1;1;484;0;1253;0;135;163;2293;1198;0;515;93;2038;1185;0;774;0;1885;1218;0;2041;0;585
D:\urban\sg500\14\01.bmp;7;110.745;92.7872;91.2656;877;682;408;282;189;179;141;139;116;116;113;111;109;106;105;96;92;89;45;48.8616;0;44.9218;7.59665;2;1;1;0;0;0;565;0;887;0;310;0;2647;1360;0;500;0;1984;1819;0;419;0;1606;703;0;2249;0;892
D:\urban\sg500\14\01.bmp;8;87.544;76.2045;76.751;877;729;487;292;138;121;115;58;57;56;55;55;44;44;23;23;22;22;22;137.616;0;141.042;37.6861;1;1;1;0;0;0;248;0;355;0;121;12;3356;576;0;97;0;3171;638;0;114;0;3092;257;0;990;0;2597
D:\urban\sg500\14\01.bmp;9;74.0239;66.2703;67.6324;905;760;587;384;278;228;40;0;0;0;0;0;0;0;0;0;0;0;0;176.232;0;149.493;66.0718;0;0;0;0;0;0;0;0;155;0;0;61;3628;126;0;0;0;3718;66;0;17;0;3761;0;0;239;0;3605
D:\urban\sg500\14\01.bmp;10;50.3223;52.5075;53.9607;920;832;694;632;526;468;365;309;271;222;192;192;118;112;50;50;47;46;19;172.562;0;97.3151;127.251;0;0;0;0;0;0;0;0;0;0;0;1635;2209;0;0;0;1644;2200;0;0;0;1866;1978;0;0;0;2862;982
D:\urban\sg500\14\01.bmp;11;91.4815;85.3036;84.1121;927;841;635;569;498;442;349;310;278;265;260;244;241;238;237;191;171;166;144;81.2776;0;87.1749;73.9345;8;6;5;2;2;2;11;0;1171;0;207;448;2018;1472;0;149;410;1813;1606;0;176;437;1625;1698;0;673;662;811
D:\urban\sg500\14\01.bmp;12;145.335;132.776;130.433;947;894;816;745;710;671;618;603;560;544;520;507;492;489;476;469;464;462;440;60.391;0;61.8021;28.489;15;9;4;6;3;2;461;0;2821;0;763;115;145;3365;0;396;19;64;3668;0;155;0;21;3815;0;28;1;0
D:\urban\sg500\14\01.bmp;13;74.8106;75.4095;75.8629;949;884;739;676;655;560;515;440;430;422;394;348;346;341;330;328;307;301;242;154.526;0;102.7;121.224;5;4;2;1;1;1;523;0;998;0;442;723;1681;1098;0;464;662;1620;1540;0;197;728;1379;1921;0;493;1143;287
D:\urban\sg500\14\01.bmp;14;70.314;69.4386;69.8621;967;926;803;707;619;574;557;546;456;433;412;404;322;315;294;278;258;255;251;146.133;0;101.36;114.046;7;6;2;0;0;0;0;0;1013;0;300;1034;1497;1071;0;372;921;1480;1093;0;539;867;1345;1924;0;840;906;174
D:\urban\sg500\14\01.bmp;15;85.0042;73.3502;72.7456;835;752;537;442;395;360;320;319;296;291;287;273;267;266;265;245;184;181;176;123.181;0;117.716;72.5884;1;1;1;0;0;0;0;0;960;0;229;118;2537;988;0;300;103;2453;869;0;483;91;2401;1120;0;893;194;1637
D:\urban\sg500\14\01.bmp;16;74.9331;70.5166;70.4378;751;470;248;183;144;122;41;31;31;28;28;28;28;28;28;28;28;28;28;133.221;0;129.143;60.8776;0;0;0;0;0;0;0;0;245;0;70;132;3397;234;0;131;139;3340;46;0;298;147;3353;11;0;915;143;2775
D:\urban\sg500\14\01.bmp;17;73.0182;65.7029;65.8837;812;703;538;168;52;24;9;9;9;9;9;9;9;9;9;9;9;9;9;123.633;0;121.126;56.1852;0;0;0;0;0;0;0;0;36;0;0;19;3789;22;0;0;20;3802;0;0;14;24;3806;0;0;138;13;3693
D:\urban\sg500\14\01.bmp;18;66.0208;61.2747;63.8382;807;630;383;240;91;46;0;0;0;0;0;0;0;0;0;0;0;0;0;249.404;0;78.1013;77.6312;0;0;0;0;0;0;0;0;0;0;0;6;3838;0;0;0;0;3844;0;0;0;0;3844;0;0;0;0;3844
D:\urban\sg500\14\01.bmp;19;74.4724;68.0515;68.1004;884;823;617;442;316;160;71;25;10;10;0;0;0;0;0;0;0;0;0;113.304;0;111.5;62.2691;0;0;0;0;0;0;0;0;0;0;0;354;3490;0;0;0;326;3518;0;0;0;319;3525;0;0;0;295;3549
D:\urban\sg500\14\01.bmp;20;69.9009;65.2396;65.6766;858;798;760;712;693;668;561;503;477;310;276;238;212;211;199;198;184;177;158;134.726;0;127.71;68.6249;0;0;0;0;0;0;321;0;390;0;132;1068;2254;340;0;264;923;2317;292;0;421;1092;2039;433;0;1346;1684;381
D:\urban\sg500\14\01.bmp;21;124.629;116.145;115.223;852;763;680;594;546;526;496;496;494;485;460;457;455;448;424;418;408;407;390;73.4836;0;75.4097;33.1311;7;5;3;0;0;0;835;0;2249;0;528;245;822;2462;0;547;78;757;2684;0;624;3;533;3286;0;492;0;66
D:\urban\sg500\14\01.bmp;22;115.796;112.962;115.729;827;741;643;615;579;575;553;541;513;512;506;506;505;503;470;470;449;443;438;129.584;0;112.285;93.7402;19;8;3;3;3;2;38;0;2742;0;570;463;69;3140;0;407;258;39;3630;0;142;66;6;3778;0;66;0;0
D:\urban\sg500\14\01.bmp;23;82.423;83.0221;85.2055;934;893;814;769;748;715;655;646;636;632;624;619;563;559;508;500;459;443;414;138.065;0;98.9227;113.341;14;7;5;3;2;2;0;0;1663;0;450;734;997;2193;0;389;427;835;2459;0;323;372;690;3149;0;328;367;0
D:\urban\sg500\14\01.bmp;24;75.4745;74.5814;74.3954;938;887;833;748;700;662;568;543;506;408;377;342;336;330;314;308;257;217;214;125.885;0;99.5413;109.391;8;6;3;4;2;2;0;0;955;0;171;1242;1476;1040;0;247;1108;1449;1224;0;349;1072;1199;2676;0;549;591;28
D:\urban\sg500\14\01.bmp;25;49.6712;49.0122;50.6735;882;841;713;679;638;611;542;506;499;489;468;427;351;290;276;208;173;87;55;170.651;0;109.645;111.284;0;0;0;0;0;0;0;0;127;0;21;2148;1548;148;0;21;2234;1441;139;0;43;2441;1221;295;0;84;3143;322
D:\urban\sg500\14\01.bmp;26;72.1795;66.7929;67.1296;949;892;825;763;744;694;641;612;541;511;487;485;465;447;441;343;256;251;249;149.594;0;129.045;78.635;1;1;1;0;0;0;0;0;1020;0;215;876;1733;1155;0;382;827;1480;1049;0;646;835;1314;1367;0;681;1338;458
D:\urban\sg500\14\01.bmp;27;56.7927;56.8358;58.7989;827;545;293;136;115;58;54;32;31;30;14;14;13;13;13;11;11;11;10;194.675;0;99.2721;117.583;0;0;0;0;0;0;0;0;0;0;0;83;3761;0;0;0;56;3788;0;0;0;93;3751;0;0;0;113;3731
D:\urban\sg500\14\01.bmp;28;59.7737;60.5635;61.2453;910;738;570;299;172;42;0;0;0;0;0;0;0;0;0;0;0;0;0;157.037;0;107.484;117.764;0;0;0;0;0;0;0;0;0;0;0;9;3835;0;0;0;0;3844;0;0;0;0;3844;0;0;0;0;3844
D:\urban\sg500\14\01.bmp;29;68.3978;65.3736;65.4495;902;802;603;522;385;239;187;149;56;18;0;0;0;0;0;0;0;0;0;126.392;0;109.26;96.6448;0;0;0;0;0;0;0;0;65;0;0;620;3159;36;0;0;658;3150;0;0;0;689;3155;26;0;3;758;3057
D:\urban\sg500\14\01.bmp;30;58.705;62.2937;62.36;657;386;165;153;142;101;66;66;54;18;16;16;16;16;16;12;11;11;11;172.227;180;93.0891;93.4446;0;0;0;0;0;0;231;0;155;0;78;2;3609;140;0;122;0;3582;257;0;26;0;3561;0;0;346;0;3498
D:\urban\sg500\14\01.bmp;31;63.6977;65.0614;64.744;738;593;242;188;144;128;124;119;119;119;117;117;113;113;110;62;62;61;61;136.891;180;104.406;119.06;0;0;0;0;0;0;247;0;253;0;87;113;3391;289;0;119;71;3365;330;0;154;46;3314;321;0;568;0;2955
D:\urban\sg500\14\01.bmp;32;96.1342;92.1761;90.4386;816;735;599;572;546;470;398;392;270;268;257;183;173;155;154;150;150;136;134;70.0278;0;72.2266;75.4616;2;2;1;0;0;0;563;0;1148;0;516;0;2180;1397;0;581;0;1866;1530;0;695;0;1619;1693;0;1201;0;950
D:\urban\sg500\14\01.bmp;33;121.021;116.805;118.645;968;950;915;899;879;858;845;833;798;792;783;741;740;717;714;712;686;685;681;114.623;0;105.182;93.283;17;8;4;1;1;1;3;0;2779;0;808;158;99;3012;0;764;35;33;3629;0;215;0;0;3825;0;19;0;0
D:\urban\sg500\14\01.bmp;34;135.097;120;115.92;914;866;788;747;636;616;532;514;492;458;454;448;445;435;419;415;381;358;355;34.6891;0;27.0714;17.2804;6;5;3;2;2;1;0;0;2409;0;400;51;984;2700;0;299;0;845;2864;0;256;0;724;3082;0;624;0;138
D:\urban\sg500\14\01.bmp;35;98.2401;86.2175;84.4113;914;870;761;681;589;537;489;447;398;380;346;257;248;243;233;228;201;201;184;72.9035;0;76.899;40.4039;3;2;1;0;0;0;0;0;1832;0;311;254;1447;2164;0;266;175;1239;2360;0;292;119;1073;1906;0;1639;0;299
D:\urban\sg500\14\01.bmp;36;99.8785;81.8665;80.5921;924;824;755;646;627;584;557;554;434;413;319;308;278;242;220;164;149;72;62;101.348;0;98.1659;30.149;0;0;0;0;0;0;0;0;1300;0;166;0;2378;1371;0;212;0;2261;1327;0;312;0;2205;1117;0;1652;0;1075
D:\urban\sg500\14\01.bmp;37;75.8109;65.5042;65.589;926;854;513;379;199;44;37;35;0;0;0;0;0;0;0;0;0;0;0;128.505;0;113.214;82.4322;0;0;0;0;0;0;0;0;0;0;0;13;3831;2;0;0;0;3842;0;0;0;0;3844;21;0;17;0;3806
D:\urban\sg500\14\01.bmp;38;66.0708;66.1275;65.3691;785;573;323;158;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;112.397;180;90.6419;119.347;0;0;0;0;0;0;0;0;0;0;0;15;3829;0;0;0;0;3844;0;0;0;0;3844;0;0;0;0;3844
D:\urban\sg500\14\01.bmp;39;81.3421;74.5695;73.3858;799;564;367;200;148;144;125;125;112;112;112;111;107;107;107;107;104;54;51;68.2242;0;67.3601;48.266;0;0;0;0;0;0;0;0;189;0;0;60;3595;266;0;23;24;3531;222;0;88;0;3534;0;0;393;0;3451
D:\urban\sg500\14\01.bmp;40;55.8928;57.7797;58.5044;639;349;84;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;176.617;240;110.803;87.4039;0;0;0;0;0;0;0;0;0;0;0;13;3831;0;0;0;0;3844;0;0;0;0;3844;0;0;0;0;3844
D:\urban\sg500\14\01.bmp;41;52.7232;56.5718;56.9069;572;362;89;63;21;19;0;0;0;0;0;0;0;0;0;0;0;0;0;169.892;180;108.961;109.429;0;0;0;0;0;0;0;0;0;0;0;140;3704;0;0;0;40;3804;0;0;0;0;3844;0;0;0;0;3844
D:\urban\sg500\14\01.bmp;42;54.5588;58.7932;58.6545;661;448;245;133;58;38;15;15;13;12;12;0;0;0;0;0;0;0;0;154.154;180;95.0078;100.558;0;0;0;0;0;0;39;0;10;0;0;11;3823;8;0;2;0;3834;0;0;15;0;3829;25;0;46;0;3773
D:\urban\sg500\14\01.bmp;43;93.2027;88.0143;86.6194;743;628;514;483;464;439;422;392;348;320;314;169;167;167;158;157;153;152;71;74.7079;0;77.1739;63.0146;2;2;1;1;1;1;642;0;1328;0;477;1;2038;1138;0;816;0;1890;1321;0;738;0;1785;1698;0;932;0;1214
D:\urban\sg500\14\01.bmp;44;79.2932;70.1792;68.858;768;459;223;178;142;118;89;34;21;21;21;16;16;16;16;16;16;16;16;43.5416;0;39.4097;18.1191;1;1;1;0;0;0;15;0;103;0;27;0;3714;93;0;81;0;3670;82;0;129;0;3633;196;0;577;0;3071
